,Title,LCCN,Start_Date,End_Date,Town,State,LatLong,X1880_Population
766,Feliciana sentinel.,sn88064555,1877-08-18,1892-12-03,St. Francisville,Louisiana,"30.7880721, -91.3768479",NA
767,Gazette and sentinel.,sn86053832,1860-01-07,1861-07-27,Plaquemine,Louisiana,"30.2890833, -91.2342744",NA
768,The herald.,sn88064020,1/5/1911,12/28/1922,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
769,The Home advocate.,sn88064297,1885-02-11,1887-06-10,Farmerville,Louisiana,"32.7734728, -92.4056985",NA
770,Homer guardian.,sn88064119,1888-10-05,1890-06-13,Homer,Louisiana,"32.7918133, -93.055718",NA
771,Houma Ceres.,sn83026391,1855-07-19,1858-12-25,Houma,Louisiana,"29.5957696, -90.7195348",NA
772,The Houma courier.,sn88064122,1879-01-18,10/30/1920,Houma,Louisiana,"29.5957696, -90.7195348",NA
773,The independent.,sn88064150,1853-11-09,1861-05-08,Harrisonburg,Louisiana,"31.7721106, -91.8215177",NA
774,The Jennings daily record.,sn88064676,10/26/1901,12/31/1902,Jennings,Louisiana,"30.2224284, -92.657085",NA
775,The Lafayette advertiser.,sn86079068,1869-01-02,4/21/1914,Vermilionville,Louisiana,"30.2240897, -92.0198427",NA
776,The Lafayette gazette.,sn88064111,1893-03-11,12/26/1903,Lafayette,Louisiana,"30.2240897, -92.0198427",NA
777,Lake Charles commercial.,2013271051,1881-07-09,1897-06-12,Lake Charles,Louisiana,"30.2265949, -93.2173758",NA
778,The Lake Charles echo.,sn86053696,1876-06-01,1894-12-21,Lake Charles,Louisiana,"30.2265949, -93.2173758",NA
779,The Llano colonist.,sn93062881,3/11/1922,12/30/1922,Llano,Louisiana,"31.1149093, -93.2715535",NA
780,Louisiana capitolian.,sn88064592,1879-02-08,1881-12-31,Baton Rouge,Louisiana,"30.4514677, -91.1871466",NA
781,The Louisiana cotton-boll.,sn86079083,1873-02-19,1879-12-18,Vermilionville,Louisiana,"30.2240897, -92.0198427",NA
782,The Louisiana Democrat.,sn82003389,1859-07-13,8/5/1903,Alexandria,Louisiana,"31.3112936, -92.4451371",NA
783,The Louisiana populist.,sn88071004,1894-08-24,1898-03-11,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
784,Le Louisianais.,sn82015038,1865-10-28,1881-02-12,Convent,Louisiana,"30.0207933, -90.8300269",NA
785,The Louisianian.,sn83016630,1870-12-18,1871-05-07,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
786,Lower coast gazette.,sn88064433,1/2/1909,12/26/1914,Pointe-a-la-Hache,Louisiana,"29.5763259, -89.7917328",NA
787,The Lumberjack.,sn88064459,1/9/1913,7/10/1913,Alexandria,Louisiana,"31.3112936, -92.4451371",NA
788,The Madison journal.,sn88064430,1889-04-13,12/31/1921,Tallulah,Louisiana,"32.4084765, -91.1867771",NA
789,Madison times.,sn88064405,1884-03-15,1888-05-12,Tallulah,Louisiana,"32.4084765, -91.1867771",NA
790,The Meridional.,sn88064005,1877-12-22,12/30/1905,Abbeville,Louisiana,"29.9746502, -92.1342921",NA
791,Le Meschace������be������.,sn86079080,1854-01-29,12/23/1922,Lucy] La.,Louisiana,"30.046869, -90.5075854",NA
792,Le messager.,sn84020177,1851-02-22,1855-09-08,Bringier,Louisiana,"29.9627389, -90.0593826",NA
793,The Morehouse clarion.,sn86053659,1880-01-02,1895-08-30,Bastrop,Louisiana,"32.7562463, -91.8723497",NA
794,The Morgan City daily review.,sn88064293,8/14/1916,6/30/1919,Morgan City,Louisiana,"29.6993748, -91.20677",NA
795,The morning comet.,sn88064473,1856-02-05,1856-12-27,Baton Rouge,Louisiana,"30.4514677, -91.1871466",NA
796,The morning star and Catholic messenger.,sn86086284,1868-02-09,1879-02-02,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
797,The Natchitoches enterprise.,sn88064317,1889-07-25,11/30/1922,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
798,Natchitoches populist.,sn88064439,1898-03-18,1899-03-10,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
799,Natchitoches spectator.,sn88064630,1867-12-05,1868-08-25,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
800,Natchitoches union.,sn84020181,1861-10-24,1862-12-25,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
801,New Iberia enterprise and independent observer.,sn88064328,3/15/1902,12/10/1921,New Iberia,Louisiana,"30.0035365, -91.8187285",NA
802,New Iberia enterprise.,sn88064327,1885-02-07,2/22/1902,New Iberia,Louisiana,"30.0035365, -91.8187285",NA
803,The New Orleans bulletin.,sn86079018,1874-03-25,1876-03-31,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
804,The New Orleans crescent.,sn82015775,1868-01-01,1869-04-18,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
805,New Orleans daily crescent.,sn82015753,1852-01-01,1866-11-21,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
806,The New Orleans daily Democrat.,sn83026413,1877-02-01,1880-04-21,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
807,The New Orleans Democrat.,sn88064616,1875-12-19,1876-08-31,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
808,New Orleans Republican.,sn83016555,1867-05-01,1878-11-10,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
809,The Opelousas courier.,sn83026389,1852-12-11,2/5/1910,Opelousas,Louisiana,"30.5335302, -92.081509",NA
810,The Opelousas journal.,sn86079077,1868-01-04,1878-01-05,Opelousas,Louisiana,"30.5335302, -92.081509",NA
811,The Opelousas patriot.,sn86079076,1855-03-03,1861-10-12,Opelousas,Louisiana,"30.5335302, -92.081509",NA
812,The Ouachita telegraph.,sn85034336,1869-09-25,1889-12-28,Monroe,Louisiana,"32.5093109, -92.1193012",NA
813,The patriot.,sn88064299,5/3/1918,12/15/1922,Glenmora,Louisiana,"30.9765797, -92.5851402",NA
814,El Pelayo.,sn88064368,1851-09-17,1851-12-28,Nueva-Orleans,Louisiana,"29.9510658, -90.0715323",NA
815,The People's vindicator.,sn85038558,1874-06-20,1883-03-10,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
816,Pioneer of Assumption.,sn88064275,1877-06-16,1879-12-27,Napoleonville,Louisiana,"29.9382674, -91.0274993",NA
817,Le pionnier de l'Assomption.,sn86090609,1850-09-08,1855-12-10,Napoleonville,Louisiana,"29.9382674, -91.0274993",NA
818,The Planters' banner.,sn86053688,1849-01-04,1872-04-17,Franklin,Louisiana,"29.7960399, -91.5015002",NA
819,Pointe Coupee Democrat.,sn86053686,1858-01-23,1862-03-01,False River,Louisiana,"30.6431909, -91.4845668",NA
820,The Progress.,sn88064460,1892-02-06,1898-12-31,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
821,Rapides gazette.,sn86090827,1871-12-23,1873-12-27,Alexandria,Louisiana,"31.3112936, -92.4451371",NA
822,The register.,sn87091084,1859-12-01,1860-11-22,Monroe,Louisiana,"32.5093109, -92.1193012",NA
823,The Rice belt journal.,sn88064402,8/10/1900,12/31/1921,Welsh,Louisiana,"30.2360403, -92.8226453",NA
824,Richland beacon.,sn86079088,1872-09-07,1889-12-14,Rayville,Louisiana,"32.4773643, -91.7548473",NA
825,Semi-weekly Louisianian.,sn83016631,1871-05-11,1872-02-25,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
826,The Semi-weekly Natchitoches times.,sn86053712,1866-01-03,1867-06-12,Natchitoches,Louisiana,"31.7607195, -93.0862749",NA
827,Semi-weekly news.,sn88064481,1865-03-11,1865-05-18,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
828,The semi-weekly Republican.,sn89059463,1872-03-08,1872-11-02,St. Francisville,Louisiana,"30.7880721, -91.3768479",NA
829,The Semi-weekly Shreveport news.,sn86079090,1862-01-28,1864-02-26,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
830,La sentinelle de Thibodaux.,sn86053854,1863-02-07,1866-06-02,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
831,Shreveport daily news.,sn88064478,1861-04-13,1861-11-06,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
832,Shreveport news.,sn83016485,1864-03-08,1865-06-10,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
833,Shreveport semi-weekly news.,sn83016484,1865-06-13,1866-06-26,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
834,Shreveport semi-weekly news.,sn88064479,1861-11-11,1862-01-24,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
835,Shreveport weekly news.,sn88064482,1866-03-25,1866-04-29,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
836,Shreveport weekly news.,sn88064480,1863-02-09,1865-03-25,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
837,The Shreveport weekly news.,sn88064477,1861-04-22,1861-11-04,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
838,The south-western.,sn83016483,1854-08-23,1870-11-30,Shreveport,Louisiana,"32.5251516, -93.7501789",NA
839,The southern sentinel.,sn88064428,1861-07-10,4/9/1909,Winnfield,Louisiana,"31.9254413, -92.6395931",NA
840,Southern sentinel.,sn88064476,1848-08-10,1858-02-17,Plaquemine,Louisiana,"30.2890833, -91.2342744",NA
841,The St. Charles herald.,sn85034322,1875-09-25,12/30/1922,Hahnville,Louisiana,"29.9765931, -90.4089708",NA
842,St. Landry clarion.,sn88064250,1890-10-11,11/19/1921,Opelousas,Louisiana,"30.5335302, -92.081509",NA
843,St. Landry democrat.,sn88064537,1878-01-19,1894-02-24,Opelousas,Louisiana,"30.5335302, -92.081509",NA
844,The St. Landry whig.,sn83016702,1844-09-05,1846-07-18,Opelousas,Louisiana,"30.5335302, -92.081509",NA
845,The St. Mary banner.,sn88064384,1890-03-08,12/30/1922,Franklin,Louisiana,"29.7960399, -91.5015002",NA
846,St. Tammany farmer.,sn82015387,1878-10-26,12/30/1922,Covington,Louisiana,"30.4754702, -90.1009108",NA
847,The star-progress.,sn88064249,10/4/1919,11/9/1921,Opelousas,Louisiana,"30.5335302, -92.081509",NA
848,Sugar planter.,sn86079096,1856-01-05,12/13/1919,West Baton Rouge,Louisiana,"30.4751202, -91.3276422",NA
849,Tensas gazette.,sn87090131,1894-01-05,12/29/1922,St. Joseph,Louisiana,"31.9183685, -91.2334884",NA
850,Thibodaux commercial journal.,sn88064094,3/9/1910,12/30/1922,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
851,Thibodaux minerva.,sn86079110,1853-06-11,1856-06-07,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
852,The Thibodaux sentinel.,sn88064491,1/4/1908,12/7/1912,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
853,True American.,sn83016527,1837-02-25,1839-12-31,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
854,The true Democrat.,sn88064339,1896-07-04,6/28/1919,Bayou Sara,Louisiana,"30.8185336, -91.4144926",NA
855,Vernon Parish Democrat.,sn88064278,5/24/1919,6/8/1922,Leesville,Louisiana,"31.1435194, -93.260998",NA
856,The Voice of the people.,sn88064458,7/17/1913,11/26/1914,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
857,The Weekly comet.,sn86053662,1853-05-29,1855-12-30,Baton Rouge,Louisiana,"30.4514677, -91.1871466",NA
858,The weekly echo.,sn85034325,1868-02-15,1876-05-25,Lake Charles,Louisiana,"30.2265949, -93.2173758",NA
859,The weekly Iberian.,sn88064323,1899-11-29,12/30/1922,New Iberia,Louisiana,"30.0035365, -91.8187285",NA
860,The weekly Louisianian.,sn83016632,1872-04-27,1882-06-17,New Orleans,Louisiana,"29.9510658, -90.0715323",216090
861,The weekly messenger.,sn88064454,1886-03-20,12/27/1919,St. Martinsville,Louisiana,"30.1231441, -91.8294817",NA
862,"The weekly Thibodaux sentinel and journal of the 8th Senatorial District. [volume] (Thibodaux, Lna.",sn88064492,1876-01-01,1898-03-05,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
863,The weekly Thibodaux sentinel.,sn88064490,1/6/1900,12/26/1903,Thibodaux,Louisiana,"29.7957633, -90.822871",NA
864,West Feliciana sentinel.,sn88064554,1876-08-30,1877-08-11,St. Francisville,Louisiana,"30.7880721, -91.3768479",NA
865,Woman's enterprise.,sn89059303,7/22/1921,12/15/1922,Baton Rouge,Louisiana,"30.4514677, -91.1871466",NA
866,Casco Bay breeze.,sn95068036,7/30/1903,9/6/1917,South Harpswell,Maine,"43.7420575, -70.0140643",NA
867,Oxford democrat.,sn83009653,1850-01-01,12/27/1921,Paris,Maine,"44.2597917, -70.5006152",NA
868,The Portland daily press.,sn83016025,1862-06-23,1883-09-27,Portland,Maine,"43.6590993, -70.2568189",33810
869,The Republican journal.,sn78000873,1869-01-07,12/28/1922,Belfast,Maine,"44.4259092, -69.0064234",NA
870,The Union and eastern journal.,sn83021380,1854-02-03,1858-05-28,Biddeford,Maine,"43.4925843, -70.4533844",NA
871,The Union and journal.,sn83009571,1860-01-06,1870-12-30,Biddeford,Maine,"43.4925843, -70.4533844",NA
872,The aegis & intelligencer.,sn83016107,1864-03-18,12/29/1922,Bel Air,Maryland,"39.5359406, -76.3482931",NA
873,American Republican and Baltimore daily clipper.,sn83009567,1844-11-11,1846-12-31,Baltimore,Maryland,"39.2903848, -76.6121893",332313
874,"Baltimore commercial journal, and Lyford's price-current.",sn83009597,1847-01-23,1849-12-08,Baltimore,Maryland,"39.2903848, -76.6121893",332313
875,"The Baltimore County union, the Towson news.",sn88065091,9/4/1909,12/25/1909,Towson,Maryland,"39.4014955, -76.6019125",NA
876,The Baltimore County union.,sn83016368,1865-01-07,8/28/1909,Towsontown,Maryland,"39.4003361, -76.6064582",NA
877,Baltimore daily commercial.,sn83009569,1865-10-02,1866-06-30,Baltimore,Maryland,"39.2903848, -76.6121893",332313
878,Catoctin clarion.,sn84026688,1871-03-04,12/28/1922,Mechanicstown,Maryland,"39.6704409, -77.34648",NA
879,The Cecil Whig.,sn83016348,1841-08-07,12/25/1920,Elkton,Maryland,"39.6067789, -75.8332718",NA
880,The CIO news.,sn89060376,8/17/1942,12/18/1944,Cumberland,Maryland,"39.6528654, -78.7625185",NA
881,Civilian & telegraph.,sn83016179,1859-03-17,1865-12-28,Cumberland,Maryland,"39.6528654, -78.7625185",NA
882,Czas Baltimorski.,sn88065178,8/15/1940,1/23/1941,Baltimore,Maryland,"39.2903848, -76.6121893",332313
883,The daily banner.,sn88065731,6/3/1907,12/30/1922,Cambridge,Maryland,"38.5631744, -76.0788292",NA
884,The daily exchange.,sn83009573,1858-02-22,1861-09-14,Baltimore,Maryland,"39.2903848, -76.6121893",332313
885,The Democratic advocate.,sn85038292,1865-11-30,12/29/1922,Westminster,Maryland,"39.5753791, -76.9958149",NA
886,Democratic messenger.,sn84026758,1881-03-12,12/30/1922,Snow Hill,Maryland,"38.1770634, -75.3926959",NA
887,Der Deutsche correspondent.,sn83045081,1858-01-01,4/28/1918,Baltimore,Maryland,"39.2903848, -76.6121893",332313
888,Der Deutsche correspondent.,sn83016118,1874-01-02,10/18/1912,Baltimore,Maryland,"39.2903848, -76.6121893",332313
889,Evening capital and Maryland gazette.,sn88065726,6/14/1910,8/2/1922,Annapolis,Maryland,"38.9784453, -76.4921829",NA
890,Evening capital.,sn83009667,8/3/1922,5/25/1923,Annapolis,Maryland,"38.9784453, -76.4921829",NA
891,Evening capital.,sn88065721,1891-11-30,12/10/1907,Annapolis,Maryland,"38.9784453, -76.4921829",NA
892,The Frostburg forum.,sn90057198,1899-04-08,6/8/1901,Frostburg,Maryland,"39.6581424, -78.928357",NA
893,The Frostburg gleaner.,sn90057197,8/1/1901,8/8/1901,Frostburg,Maryland,"39.6581424, -78.928357",NA
894,The Frostburg herald.,sn90057196,2/5/1904,8/25/1905,Frostburg,Maryland,"39.6581424, -78.928357",NA
895,Frostburg mining journal.,sn85025350,1871-09-30,4/18/1913,Frostburg,Maryland,"39.6581424, -78.928357",NA
896,Frostburg mining journal.,sn90057212,1/1/1916,6/9/1917,Frostburg,Maryland,"39.6581424, -78.928357",NA
897,The Frostburg news.,sn90057194,1897-03-19,1897-04-23,Frostburg,Maryland,"39.6581424, -78.928357",NA
898,The Frostburg spirit.,sn90057193,9/11/1913,1/28/1915,Frostburg,Maryland,"39.6581424, -78.928357",NA
899,Greenbelt cooperator.,sn89061521,11/24/1937,3/12/1943,Greenbelt,Maryland,"39.0045544, -76.8755282",NA
900,Maryland free press.,sn84026707,1862-10-31,1868-06-18,Hagerstown,Maryland,"39.6417629, -77.7199932",NA
901,Maryland independent.,sn85025407,1874-09-16,12/7/1934,Port Tobacco,Maryland,"38.5113836, -77.018833",NA
902,Maryland suffrage news.,sn89060379,11/23/1912,4/17/1920,Baltimore,Maryland,"39.2903848, -76.6121893",332313
903,The midland journal.,sn89060136,1885-08-07,12/27/1946,Rising Sun,Maryland,"39.6978871, -76.0627266",NA
904,The pilot and transcript.,sn83016475,1840-05-04,1841-01-25,Baltimore,Maryland,"39.2903848, -76.6121893",332313
905,The pilot.,sn83016474,1840-04-02,1840-05-02,Baltimore,Maryland,"39.2903848, -76.6121893",332313
906,"Port Tobacco times, and Charles County advertiser.",sn89060060,1845-06-26,1890-11-07,Port Tobacco,Maryland,"38.5113836, -77.018833",NA
907,The Prince George's enquirer and southern Maryland advertiser.,sn89060124,1887-01-14,12/29/1922,Upper Marlborough,Maryland,"38.8159473, -76.7496909",NA
908,Saint Mary's beacon.,sn82006687,1867-09-05,12/15/1921,Leonard Town,Maryland,"38.291238, -76.6357942",NA
909,"The southern aegis, and Harford County intelligencer.",sn88065733,1862-03-22,1864-03-11,Bel Air,Maryland,"39.5359406, -76.3482931",NA
910,The southern aegis.,sn83016108,1861-01-19,1862-02-01,Bel Air,Maryland,"39.5359406, -76.3482931",NA
911,St. Mary's beacon.,sn89060119,1852-10-07,1863-04-23,Leonard Town,Maryland,"38.291238, -76.6357942",NA
912,St. Mary's gazette.,sn89060120,1863-10-01,1867-08-29,Leonard Town,Maryland,"38.291238, -76.6357942",NA
913,The voice of labor.,sn89060375,12/1/1938,7/30/1942,Cumberland,Maryland,"39.6528654, -78.7625185",NA
914,The voice.,sn89060372,11/17/1938,11/17/1938,Cumberland,Maryland,"39.6528654, -78.7625185",NA
915,Worcester Democrat and the ledger-enterprise.,sn89060127,1/8/1921,12/26/1925,Pocomoke City,Maryland,"38.0756773, -75.5679805",NA
916,Ad-daleel.,sn98066259,12/8/1943,12/20/1951,Detroit,Michigan,"42.331427, -83.0457538",116340
917,Alma record.,sn85038709,1885-06-05,12/28/1922,Alma,Michigan,"43.3789199, -84.6597274",NA
918,Alpena argus.,sn95077631,1893-01-11,1894-12-26,Alpena,Michigan,"45.0616794, -83.4327528",NA
919,Alpena weekly argus.,sn85033549,1871-06-29,1893-01-04,Alpena,Michigan,"45.0616794, -83.4327528",NA
920,The Belding banner-news.,sn96076642,5/22/1918,4/5/1922,Belding,Michigan,"43.0978094, -85.228906",NA
921,Belding banner.,sn96076641,1895-05-02,5/15/1918,Belding,Michigan,"43.0978094, -85.228906",NA
922,The Calumet news.,sn86086633,10/2/1909,10/5/1914,Calumet,Michigan,"47.2465922, -88.454006",NA
923,The Cass County Republican.,sn85033611,1858-05-06,1880-08-18,Dowagiac,Michigan,"41.9842123, -86.1086228",NA
924,Charlevoix county herald.,sn96076839,2/13/1904,9/16/1921,East Jordan,Michigan,"45.1580628, -85.1242254",NA
925,The Clio messenger.,sn96076776,2/21/1907,6/29/1922,Clio,Michigan,"43.1775256, -83.7341274",NA
926,Constantine republican.,sn83016620,1836-07-13,1838-08-01,Constantine,Michigan,"41.8411603, -85.6686026",NA
927,The copper country evening news.,sn86086632,1896-01-04,1898-07-30,Calumet,Michigan,"47.2465922, -88.454006",NA
928,Crawford avalanche.,sn96076998,1879-05-14,5/3/1900,Grayling,Michigan,"44.6614039, -84.7147512",NA
929,Dearborn independent.,2013218776,11/1/1919,10/22/1921,Dearborn,Michigan,"42.3222599, -83.1763145",NA
930,The Detroit times.,sn83016689,1/1/1908,10/25/1912,Detroit,Michigan,"42.331427, -83.0457538",116340
931,Detroit tribune.,sn83016294,4/14/1933,12/23/1933,Detroit,Michigan,"42.331427, -83.0457538",116340
932,The Detroit tribune.,sn92063852,9/14/1935,12/28/1963,Detroit,Michigan,"42.331427, -83.0457538",116340
933,Detroiter Abend-Post.,sn96076572,7/27/1914,12/31/1918,Detroit,Michigan,"42.331427, -83.0457538",116340
934,The diamond drill.,sn96076817,1887-01-22,3/10/1922,Crystal Falls,Michigan,"46.0980066, -88.3340242",NA
935,East Saginaw courier.,sn97063063,1859-06-16,1866-12-06,East Saginaw,Michigan,"43.4194699, -83.9508068",NA
936,The Grand Haven news.,sn85033622,1858-12-22,1866-01-24,Grand Haven,Michigan,"43.0630734, -86.2283864",NA
937,Grand Rapids herald.,sn83016672,1892-01-03,1894-01-08,Grand Rapids,Michigan,"42.9633599, -85.6680863",32016
938,Grand Rapids morning telegram.,sn2001061779,1884-11-21,1885-09-04,Grand Rapids,Michigan,"42.9633599, -85.6680863",32016
939,Grand River times.,sn85026466,1851-07-02,1857-10-28,Grand Haven,Michigan,"43.0630734, -86.2283864",NA
940,The Hillsdale standard.,sn85033637,1851-09-09,1899-03-28,Hillsdale,Michigan,"41.9200472, -84.6305101",NA
941,Hillsdale Whig standard.,sn89080032,1846-06-30,1851-08-26,Hillsdale,Michigan,"41.9200472, -84.6305101",NA
942,The L'Anse sentinel.,sn96077142,1890-09-27,3/7/1924,L&#39;Anse,Michigan,"46.7565991, -88.4529085",NA
943,The Lake County star.,sn85026421,1873-05-01,1889-09-12,Chase,Michigan,"43.8409873, -85.6229296",NA
944,The Lansing state Republican.,sn83016318,1859-01-04,1866-08-29,Lansing,Michigan,"42.732535, -84.5555347",NA
945,Northern tribune.,sn85026455,1875-07-17,1885-07-02,Cheboygan,Michigan,"45.6469563, -84.4744795",NA
946,The Owosso times.,sn2003060105,1881-07-15,1882-03-24,Owosso,Michigan,"42.9978049, -84.1766358",NA
947,The Owosso times.,sn97070614,1897-02-26,9/22/1922,Owosso,Michigan,"42.9978049, -84.1766358",NA
948,Roma^nul American.,sn83045399,1/3/1942,12/28/1963,Detroit,Michigan,"42.331427, -83.0457538",116340
949,Telegram-herald.,sn98066392,1886-04-17,1892-01-02,Grand Rapids,Michigan,"42.9633599, -85.6680863",32016
950,The times.,sn96077385,1882-03-31,1897-02-19,Owosso,Michigan,"42.9978049, -84.1766358",NA
951,The Tribune independent of Michigan.,sn96076588,12/30/1933,9/7/1935,Detroit,Michigan,"42.331427, -83.0457538",116340
952,The true northerner.,sn85033781,1858-01-14,12/12/1919,Paw Paw,Michigan,"42.2178171, -85.8911246",NA
953,Weekly expositor.,sn2006060001,1882-05-18,1894-09-14,Brockway Centre,Michigan,"43.114864, -82.790424",NA
