"","Title","LCCN","Start_Date","End_Date","Town","State"
"1146","Greenbelt cooperator.","sn89061521",1937-11-24,1943-03-12,"Greenbelt","Maryland"
"1147","Maryland free press.","sn84026707",1862-10-31,1868-06-18,"Hagerstown","Maryland"
"1148","Maryland independent.","sn85025407",1874-09-16,1934-12-07,"Port Tobacco","Maryland"
"1149","Maryland suffrage news.","sn89060379",1912-11-23,1920-04-17,"Baltimore","Maryland"
"1150","The midland journal.","sn89060136",1885-08-07,1946-12-27,"Rising Sun","Maryland"
"1151","The pilot and transcript.","sn83016475",1840-05-04,1841-01-25,"Baltimore","Maryland"
"1152","The pilot.","sn83016474",1840-04-02,1840-05-02,"Baltimore","Maryland"
"1153","Port Tobacco times, and Charles County advertiser.","sn89060060",1845-06-26,1890-11-07,"Port Tobacco","Maryland"
"1154","The Prince George's enquirer and southern Maryland advertiser.","sn89060124",1887-01-14,1922-12-29,"Upper Marlborough","Maryland"
"1155","Saint Mary's beacon.","sn82006687",1867-09-05,1921-12-15,"Leonard Town","Maryland"
"1156","The southern aegis, and Harford County intelligencer.","sn88065733",1862-03-22,1864-03-11,"Bel Air","Maryland"
"1157","The southern aegis.","sn83016108",1861-01-19,1862-02-01,"Bel Air","Maryland"
"1158","St. Mary's beacon.","sn89060119",1852-10-07,1863-04-23,"Leonard Town","Maryland"
"1159","St. Mary's gazette.","sn89060120",1863-10-01,1867-08-29,"Leonard Town","Maryland"
"1160","The voice of labor.","sn89060375",1938-12-01,1942-07-30,"Cumberland","Maryland"
"1161","The voice.","sn89060372",1938-11-17,1938-11-17,"Cumberland","Maryland"
"1162","Worcester Democrat and the ledger-enterprise.","sn89060127",1921-01-08,1942-12-24,"Pocomoke City","Maryland"
"1164","Hartford-Springfield chronicle.","sn95063011",1940-06-15,1940-06-15,"Springfield","Massachusetts"
"1165","Ad-daleel.","sn98066259",1943-12-08,1951-12-20,"Detroit","Michigan"
"1166","Alma record.","sn85038709",1885-06-05,1922-12-28,"Alma","Michigan"
"1167","Alpena argus.","sn95077631",1893-01-11,1894-12-26,"Alpena","Michigan"
"1168","Alpena weekly argus.","sn85033549",1871-06-29,1893-01-04,"Alpena","Michigan"
"1170","Auttaja.","sn93060356",1906-01-25,1963-12-19,"Ironwood","Michigan"
"1171","The Belding banner-news.","sn96076642",1918-05-22,1922-04-05,"Belding","Michigan"
"1172","Belding banner.","sn96076641",1895-05-02,1918-05-15,"Belding","Michigan"
"1173","The Calumet news.","sn86086633",1909-10-02,1914-10-05,"Calumet","Michigan"
"1174","The Cass County Republican.","sn85033611",1858-05-06,1880-08-18,"Dowagiac","Michigan"
"1175","Charlevoix county herald.","sn96076839",1904-02-13,1921-09-16,"East Jordan","Michigan"
"1176","The Clio messenger.","sn96076776",1907-02-21,1922-06-29,"Clio","Michigan"
"1177","Constantine republican.","sn83016620",1836-07-13,1838-08-01,"Constantine","Michigan"
"1178","The copper country evening news.","sn86086632",1896-01-04,1898-07-30,"Calumet","Michigan"
"1179","Crawford avalanche.","sn96076998",1879-05-14,1900-05-03,"Grayling","Michigan"
"1180","Dearborn independent.","2013218776",1919-11-01,1921-10-22,"Dearborn","Michigan"
"1181","The Detroit times.","sn83016689",1908-01-01,1917-12-21,"Detroit","Michigan"
"1182","Detroit tribune.","sn83016294",1933-04-14,1933-12-23,"Detroit","Michigan"
"1183","The Detroit tribune.","sn92063852",1935-09-14,1963-12-28,"Detroit","Michigan"
"1184","Detroiter Abend-Post.","sn96076572",1914-07-27,1918-12-31,"Detroit","Michigan"
"1185","The diamond drill.","sn96076817",1887-01-22,1922-03-10,"Crystal Falls","Michigan"
"1186","East Saginaw courier.","sn97063063",1859-06-16,1866-12-06,"East Saginaw","Michigan"
"1187","The Grand Haven news.","sn85033622",1858-12-22,1866-01-24,"Grand Haven","Michigan"
"1188","Grand Rapids herald.","sn83016672",1892-01-03,1894-01-08,"Grand Rapids","Michigan"
"1189","Grand Rapids morning telegram.","sn2001061779",1884-11-21,1885-09-04,"Grand Rapids","Michigan"
"1190","Grand River times.","sn85026466",1851-07-02,1857-10-28,"Grand Haven","Michigan"
"1191","The Hillsdale standard.","sn85033637",1851-09-09,1899-03-28,"Hillsdale","Michigan"
"1192","Hillsdale Whig standard.","sn89080032",1846-06-30,1851-08-26,"Hillsdale","Michigan"
"1193","The L'Anse sentinel.","sn96077142",1890-09-27,1924-03-07,"L&#39;Anse","Michigan"
"1194","The Lake County star.","sn85026421",1873-05-01,1889-09-12,"Chase","Michigan"
"1195","The Lansing state Republican.","sn83016318",1859-01-04,1866-08-29,"Lansing","Michigan"
"1196","Northern tribune.","sn85026455",1875-07-17,1885-07-02,"Cheboygan","Michigan"
"1197","The Owosso times.","sn2003060105",1881-07-15,1882-03-24,"Owosso","Michigan"
"1198","The Owosso times.","sn97070614",1897-02-26,1922-09-22,"Owosso","Michigan"
"1200","Românul American.","sn83045399",1942-01-03,1963-12-28,"Detroit","Michigan"
"1202","Telegram-herald.","sn98066392",1886-04-17,1892-01-02,"Grand Rapids","Michigan"
"1203","The times.","sn96077385",1882-03-31,1897-02-19,"Owosso","Michigan"
"1204","The tribune independent of Michigan.","sn96076588",1933-12-30,1935-09-07,"Detroit","Michigan"
"1205","The true northerner.","sn85033781",1858-01-14,1919-12-12,"Paw Paw","Michigan"
"1206","Weekly expositor.","sn2006060001",1882-05-18,1894-09-14,"Brockway Centre","Michigan"
"1207","The Yale expositor.","sn98066406",1894-09-21,1922-12-28,"Yale","Michigan"
"1208","Ypsilanti sentinel.","sn85026593",1843-12-27,1848-04-12,"Ypsilanti","Michigan"
"1209","Allarm.","sn90059692",1915-12-01,1918-05-01,"Minneapolis","Minnesota"
"1210","The American Jewish world.","sn78004468",1915-09-10,1922-12-29,"Minneapolis ;","Minnesota"
"1211","The anti-monopolist.","sn85025587",1874-07-16,1878-12-12,"Saint Paul","Minnesota"
"1212","The Appeal.","sn83016810",1889-02-23,1923-11-24,"Saint Paul","Minnesota"
"1213","Arbeidsmanden.","sn90060760",1900-05-11,1901-03-29,"Fertile","Minnesota"
"1214","Askov American.","sn89064914",1914-09-17,1923-02-08,"Askov","Minnesota"
"1215","Backbone.","sn90059446",1897-01-01,1906-04-01,"St. Paul","Minnesota"
"1216","The Bemidji daily pioneer.","sn86063381",1904-01-30,1922-12-30,"Bemidji","Minnesota"
"1217","The Bemidji pioneer.","sn90059048",1896-04-30,1903-04-16,"Bemidji","Minnesota"
"1218","The call of the North.","sn90059426",1923-07-27,1924-02-15,"St. Paul","Minnesota"
"1219","The Catholic bulletin.","sn90060976",1911-01-07,1922-12-30,"St. Paul","Minnesota"
"1220","The Cook County herald.","sn90060625",1893-06-24,1907-12-14,"Grand Marais","Minnesota"
"1221","The Cook County news-herald.","sn83016544",1915-05-06,1922-12-28,"Grand Marais","Minnesota"
"1222","Daily globe.","sn83025287",1878-01-15,1884-02-09,"St. Paul","Minnesota"
"1223","The daily Minnesota pioneer.","sn84035804",1854-05-01,1855-10-30,"St. Paul","Minnesota"
"1224","The daily pioneer.","sn90059049",1903-04-20,1904-01-29,"Bemidji","Minnesota"
"1225","Dakota tawaxitku kin, or, The Dakota friend.","sn93099999",1850-11-01,1852-08-01,"Saint Paul","Minnesota"
"1226","The Duluth rip-saw.","sn90059142",1917-03-24,1924-10-25,"Duluth","Minnesota"
"1227","Echo de l'ouest.","sn83045239",1885-01-14,1922-12-29,"Minneapolis","Minnesota"
"1228","The Emigrant aid journal of Minnesota. [volume] (Nininger City, Minn. Terr.","sn84024825",1856-12-01,1858-05-05,"Nininger City","Minnesota"
"1229","Felt raabet.","sn90059904",1887-05-13,1889-02-22,"Minneapolis","Minnesota"
"1230","Fergus Falls ugeblad.","sn83025227",1886-01-06,1922-12-27,"Fergus Falls","Minnesota"
"1231","Der fortschritt.","sn89064940",1891-03-26,1897-12-29,"New Ulm","Minnesota"
"1232","The Goodhue volunteer.","sn89064562",1862-02-19,1864-08-31,"Red Wing","Minnesota"
"1233","The Grange advance.","sn85025567",1873-10-15,1877-08-01,"Red Wing","Minnesota"
"1234","The great West.","sn90059299",1889-10-18,1894-02-02,"St. Paul","Minnesota"
"1235","The Irish standard.","sn90059959",1886-04-17,1920-06-19,"Minneapolis","Minnesota"
"1236","Katolik.","sn90060821",1893-06-01,1895-08-01,"Winona","Minnesota"
"1237","The labor world.","sn78000395",1896-04-11,1922-12-30,"Duluth","Minnesota"
"1238","Little Falls herald.","sn89064515",1893-04-21,1922-12-29,"Little Falls","Minnesota"
"1239","Little Falls transcript.","sn89064525",1878-03-21,1894-04-27,"Little Falls","Minnesota"
"1240","Little Falls weekly transcript.","sn89064526",1894-05-04,1901-01-18,"Little Falls","Minnesota"
"1241","The Minneapolis journal.","sn83045366",1901-01-01,1906-12-31,"Minneapolis","Minnesota"
"1242","Minneapolis tidende.","sn83045534",1914-01-01,1922-12-28,"Minneapolis","Minnesota"
"1243","The Minnesota fiery cross.","sn90059391",1924-02-22,1924-05-30,"St. Paul","Minnesota"
"1244","The Minnesota pioneer.","sn83025241",1849-04-28,1854-04-27,"St. Paul","Minnesota"
"1245","Minnesota posten.","sn89064413",1857-11-07,1858-10-13,"Red Wing","Minnesota"
"1246","Minnesota Staats-Zeitung.","sn84031595",1858-07-24,1872-12-26,"Saint Paul","Minnesota"
"1247","Minnesota stats tidning.","sn83045299",1895-10-30,1903-06-17,"St. Paul","Minnesota"
"1248","Minnesota stats tidning.","sn90059657",1877-01-04,1882-03-07,"Minneapolis","Minnesota"
"1249","Minnesota weekly times.","sn85025594",1854-05-23,1857-05-23,"St. Paul","Minnesota"
"1250","The Minnesotian.","sn90059499",1851-09-17,1852-05-01,"St. Paul","Minnesota"
"1251","Minnesotské noviny.","sn90059424",1904-10-27,1914-05-28,"St. Paul","Minnesota"
"1252","The mirror.","sn90060762",1894-04-12,1923-12-27,"Stillwater","Minnesota"
"1253","Morris tribune.","sn91059394",1880-04-08,1922-12-29,"Morris","Minnesota"
"1254","Mower County transcript.","sn85025431",1869-07-15,1915-05-26,"Lansing","Minnesota"
"1255","Narodni vestnik = National herald.","sn84024585",1911-08-10,1914-12-30,"Duluth","Minnesota"
"1256","The National leader.","sn89074444",1921-11-14,1922-12-01,"Minneapolis","Minnesota"
"1257","The new era. [volume] (Sauk Rapids, Min.","sn91059360",1860-01-26,1860-11-29,"Sauk Rapids","Minnesota"
"1258","New Ulm Post.","sn85025556",1914-01-02,1922-12-29,"New-Ulm","Minnesota"
"1259","New Ulm review.","sn89081128",1892-04-20,1922-12-27,"New Ulm","Minnesota"
"1260","New Ulm weekly review.","sn89064939",1878-01-09,1892-04-06,"New Ulm","Minnesota"
"1262","Der Nordstern.","sn83045350",1876-02-17,1922-12-28,"St. Cloud","Minnesota"
"1263","The Northern Pacific farmer.","sn90059028",1879-07-17,1885-10-01,"Wadena","Minnesota"
"1264","The northwestern bulletin-appeal.","sn90060932",1924-01-12,1925-08-15,"St. Paul","Minnesota"
"1265","The northwestern bulletin.","sn90060931",1922-03-11,1924-01-05,"St. Paul","Minnesota"
"1266","The Northwestern standard.","sn90059960",1885-11-07,1886-04-10,"Minneapolis","Minnesota"
"1267","The Princeton union.","sn83016758",1877-06-01,1922-12-28,"Princeton","Minnesota"
"1268","The prison mirror.","sn86063465",1887-08-10,1894-04-05,"Stillwater","Minnesota"
"1269","The Progress.","sn83016853",1886-03-25,1889-07-13,"White Earth","Minnesota"
"1270","The public weal.","sn90060338",1906-05-01,1908-04-01,"Minneapolis","Minnesota"
"1271","Red Lake news.","sn90059061",1915-01-01,1920-03-01,"Red Lake","Minnesota"
"1272","Red Wing sentinel. [volume] (Red Wing, M.T.","sn85025569",1856-01-05,1861-04-24,"Red Wing","Minnesota"
"1273","The Redwood gazette.","sn85025570",1873-05-01,1940-05-02,"Redwood Falls","Minnesota"
"1274","The representative.","sn90059591",1893-04-19,1901-11-28,"St. Paul","Minnesota"
"1275","Rodhuggeren.","sn90057595",1893-11-28,1898-05-10,"Fergus Falls","Minnesota"
"1276","The Saint Paul globe.","sn90059523",1896-05-11,1905-04-30,"St. Paul","Minnesota"
"1277","Saint Paul weekly Minnesotian.","sn90059500",1858-05-01,1859-12-10,"Saint Paul","Minnesota"
"1278","The Saturday press.","sn90060332",1927-09-24,1936-06-27,"Minneapolis","Minnesota"
"1279","Sauk Rapids frontierman. [volume] (Sauk Rapids, M.T.","sn83016799",1855-04-26,1860-01-05,"Sauk Rapids","Minnesota"
"1280","Skaffaren och Minnesota stats tidning.","sn90059654",1882-05-03,1885-03-11,"St. Paul","Minnesota"
"1281","Skaffaren.","sn90059655",1885-03-18,1895-10-23,"St. Paul","Minnesota"
"1282","Skaffaren.","sn90059653",1878-12-01,1882-04-26,"Red Wing","Minnesota"
"1283","St. Cloud Democrat.","sn83016836",1858-08-05,1866-09-06,"Saint Cloud","Minnesota"
"1284","The St. Cloud journal.","sn85033526",1866-09-13,1876-05-18,"St. Cloud","Minnesota"
"1285","St. Cloud visiter [sic].","sn85025584",1857-12-10,1858-07-22,"St. Cloud","Minnesota"
"1286","St. Paul daily globe.","sn90059522",1884-02-10,1896-05-10,"Saint Paul","Minnesota"
"1287","The St. Paul echo.","sn90059272",1925-11-07,1927-06-25,"St. Paul ;","Minnesota"
"1288","St. Paul tidende.","sn90059649",1903-09-18,1922-12-29,"St. Paul","Minnesota"
"1289","St. Paul weekly Minnesotian.","sn90059503",1860-11-09,1861-01-11,"St. Paul","Minnesota"
"1290","Stevens County reporter.","2019271000",1876-11-23,1877-03-31,"Morris","Minnesota"
"1291","Stevens County tribune.","sn91059517",1877-06-21,1880-04-01,"Morris","Minnesota"
"1292","The sun.","sn91059392",1882-10-14,1894-12-27,"Morris","Minnesota"
"1293","The Tomahawk.","sn89064695",1903-04-09,1926-10-21,"White Earth","Minnesota"
"1294","The Twin City star.","sn90060427",1910-06-02,1919-01-25,"Minneapolis","Minnesota"
"1295","Uusi kotimaa.","sn83025242",1906-01-11,1922-12-26,"New York Mills","Minnesota"
"1296","The Virginia enterprise.","sn90059180",1894-10-05,1915-11-05,"Virginia","Minnesota"
"1297","Vínland.","sn90060662",1902-03-01,1908-02-01,"Minneota","Minnesota"
"1298","Voice of the Knights of the Ku Klux Klan.","2019271211",1923-02-08,1923-04-10,"Minneapolis","Minnesota"
"1299","Der Wanderer.","sn83045255",1867-11-16,1889-12-26,"St. Paul","Minnesota"
"1300","Warren sheaf.","sn90059228",1880-12-01,1922-12-27,"Warren","Minnesota"
"1301","Weekly Minnesotian and times.","sn90059501",1859-12-17,1860-05-26,"St. Paul","Minnesota"
"1302","The Weekly Minnesotian.","sn83016750",1852-05-08,1858-04-24,"Saint Paul","Minnesota"
"1303","The weekly pioneer and Democrat.","sn83016751",1855-11-08,1865-11-10,"Saint Paul","Minnesota"
"1304","The Western advance.","sn85033535",1874-03-14,1874-09-05,"Worthington","Minnesota"
"1305","Western appeal.","sn83016811",1885-06-13,1888-12-29,"Saint Paul","Minnesota"
"1306","Wiarus.","sn90060823",1886-02-11,1893-05-25,"Winona","Minnesota"
"1307","Wiarus.","sn90060824",1895-08-15,1919-12-16,"Winona","Minnesota"
"1308","Willmar tribune.","sn89081022",1895-02-19,1922-12-27,"Willmar","Minnesota"
"1309","The Worthington advance.","sn85025620",1874-09-12,1908-07-03,"Worthington","Minnesota"
"1310","Worthington daily advance.","2012218595",1894-11-08,1894-11-08,"Worthington","Minnesota"
"1311","The Aberdeen examiner.","sn83016734",1878-03-21,1922-08-11,"Aberdeen","Mississippi"
"1312","The Aberdeen weekly.","sn86074011",1878-11-08,1922-05-05,"Aberdeen","Mississippi"
"1313","The advertiser.","2017218589",1876-04-07,1880-10-22,"Lexington","Mississippi"
"1314","Afro-American courier.","sn88067171",1926-08-01,1957-05-01,"Yazoo City","Mississippi"
"1315","The alliance eagle.","sn87065066",1890-10-16,1890-10-16,"Ellisville","Mississippi"
"1316","American citizen.","sn83016739",1865-10-01,1881-11-12,"Canton","Mississippi"
"1317","American citizen.","sn83016736",1859-01-15,1866-02-17,"Canton","Mississippi"
"1318","Attala register.","sn87065294",1843-04-23,1843-10-07,"Kosciusko","Mississippi"
"1319","The Bolivar County Democrat.","sn87065645",1902-01-11,1923-12-29,"Rosedale","Mississippi"
"1320","The Brandon news.","sn86074053",1902-05-29,1923-10-04,"Brandon","Mississippi"
"1321","The Brookhaven leader.","sn86074058",1883-02-22,1891-12-24,"Brookhaven","Mississippi"
"1322","The Brookhaven ledger.","sn86053968",1875-11-11,1883-02-08,"Brookhaven","Mississippi"
"1323","Canton herald and Mississippi intelligencer.","sn86074098",1837-04-21,1837-04-21,"Canton","Mississippi"
"1324","Canton herald.","sn86053970",1837-07-28,1839-01-02,"Canton","Mississippi"
"1325","The Canton mail.","sn85034299",1875-01-02,1876-07-22,"Canton","Mississippi"
"1326","The Canton times.","sn86074075",1894-08-10,1904-02-26,"Canton","Mississippi"
"1327","The Carrollton Democrat.","sn86074082",1860-02-05,1860-02-05,"Carrollton","Mississippi"
"1328","Central journal.","sn87065295",1844-08-06,1845-09-20,"Kosciusko","Mississippi"
"1329","Central register.","sn87065296",1839-09-21,1840-09-12,"Kosciusko","Mississippi"
"1330","The Century voice.","sn88067172",1942-08-01,1963-02-01,"Yazoo City","Mississippi"
"1331","The Chickasaw messenger.","sn87065460",1880-12-02,1889-11-28,"Okolona","Mississippi"
"1332","The Chronicle star the Moss Point advertiser.","sn87065530",1949-12-16,1961-12-15,"Pascagoula; Moss Point","Mississippi"
"1333","The Chronicle-star combined with the Moss Point advertiser.","sn87065528",1941-11-14,1949-12-09,"Pascagoula","Mississippi"
"1334","The Chronicle-star the Moss Point advertiser.","sn87065529",1941-10-17,1941-11-07,"Pascagoula","Mississippi"
"1335","The chronicle-star.","sn87065527",1920-09-17,1941-10-10,"Pascagoula","Mississippi"
"1336","The Chronicle.","sn87065526",1961-08-29,1963-12-31,"Pascagoula","Mississippi"
"1337","The City itemizer.","sn87065643",1898-12-08,1917-12-20,"Water Valley","Mississippi"
"1338","The clarion.","sn83016925",1883-01-03,1888-01-11,"Jackson","Mississippi"
"1339","The coast beacon.","sn87065536",1892-07-02,1912-12-28,"Pass Christian","Mississippi"
"1340","The Columbus commercial.","sn87065028",1895-12-08,1919-09-21,"Columbus","Mississippi"
"1341","Columbus Democrat.","sn83016867",1836-08-06,1877-10-19,"Columbus","Mississippi"
"1342","The Columbus dispatch.","sn87065030",1905-08-31,1908-04-15,"Columbus","Mississippi"
"1343","The Columbus dispatch.","sn87065031",1919-03-19,1922-03-08,"Columbus","Mississippi"
"1344","The Columbus dispatch.","sn87065308",1891-07-26,1898-11-23,"Columbus","Mississippi"
"1345","Columbus index.","sn85034311",1874-05-08,1891-11-17,"Columbus","Mississippi"
"1346","The Columbus weekly dispatch.","sn87065032",1903-02-26,1907-06-13,"Columbus","Mississippi"
"1347","The Columbus weekly dispatch.","sn87065033",1908-02-20,1909-01-28,"Columbus","Mississippi"
"1348","Columbus Whig.","sn87065034",1843-12-14,1844-06-27,"Columbus","Mississippi"
"1349","The comet.","sn85038603",1879-01-11,1882-12-23,"Jackson","Mississippi"
"1350","The commonwealth.","sn89065008",1896-12-17,1921-12-28,"Greenwood","Mississippi"
"1351","The Community citizen.","sn88067103",1955-11-17,1959-01-08,"New Albany","Mississippi"
"1352","Conservative, and Holly Springs banner.","sn83016788",1840-03-21,1841-06-04,"Holly Springs","Mississippi"
"1353","Copiah County news.","sn84024321",1861-08-21,1861-08-21,"Hazlehurst","Mississippi"
"1354","Copiah signal.","sn87065173",1888-02-09,1895-08-30,"Hazlehurst","Mississippi"
"1355","The Copiah signal.","sn87065172",1882-02-10,1883-11-15,"Hazlehurst","Mississippi"
